similes,y,endpoint
O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12,0.0,NR-ER-LBD
O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,0.0,NR-ER-LBD
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,0.0,NR-ER-LBD
CO[Si](C)(C)OC,0.0,NR-ER-LBD
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,NR-ER-LBD
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,0.0,NR-ER-LBD
CC(=O)c1ccccc1O,0.0,NR-ER-LBD
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,0.0,NR-ER-LBD
O=C(O)c1cccc(Cl)n1,0.0,NR-ER-LBD
CCCCCCCCCC=O,0.0,NR-ER-LBD
Cc1ccc(C(C)(C)C)cc1,0.0,NR-ER-LBD
Nc1cc(Cl)cc(Cl)c1,0.0,NR-ER-LBD
CCCCCCCCCC(=O)O,0.0,NR-ER-LBD
O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],0.0,NR-ER-LBD
CCCCCCCCCOS(=O)(=O)[O-],0.0,NR-ER-LBD
O=Cc1ccc(C(=O)O)cc1,0.0,NR-ER-LBD
CCC(Cl)CCl,0.0,NR-ER-LBD
CC(C)(O)c1ccccc1,0.0,NR-ER-LBD
ClCc1ccccc1Cl,0.0,NR-ER-LBD
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.0,NR-ER-LBD
N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,0.0,NR-ER-LBD
C=CC(=O)OCCOC(=O)C=C,1.0,NR-ER-LBD
CCCC[P+](CCCC)(CCCC)CCCC,0.0,NR-ER-LBD
N#CCc1cccc(C(F)(F)F)c1,0.0,NR-ER-LBD
COc1cccc(Br)c1,0.0,NR-ER-LBD
CCCCCCCCNC,0.0,NR-ER-LBD
CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,0.0,NR-ER-LBD
CC1=C(C(=O)Nc2ccccc2)SCCO1,0.0,NR-ER-LBD
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.0,NR-ER-LBD
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.0,NR-ER-LBD
CC(O)COc1ccccc1,0.0,NR-ER-LBD
C=CC(=C)C,0.0,NR-ER-LBD
CC(C)O,0.0,NR-ER-LBD
CC(C)OC(=O)Nc1cccc(Cl)c1,0.0,NR-ER-LBD
CC(C)OC(=O)Nc1ccccc1,0.0,NR-ER-LBD
CC=Cc1ccc2c(c1)OCO2,0.0,NR-ER-LBD
CCCC(CCC)C(=O)[O-],0.0,NR-ER-LBD
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0,NR-ER-LBD
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,1.0,NR-ER-LBD
OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.0,NR-ER-LBD
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.0,NR-ER-LBD
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,0.0,NR-ER-LBD
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,0.0,NR-ER-LBD
O=C(O)c1ccc(O)cc1O,0.0,NR-ER-LBD
CC1=CC(C)(C)Nc2ccccc21,0.0,NR-ER-LBD
Cc1cc(=O)oc2cc(O)cc(O)c12,0.0,NR-ER-LBD
CNC1(c2ccccc2Cl)CCCCC1=O,0.0,NR-ER-LBD
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,0.0,NR-ER-LBD
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,1.0,NR-ER-LBD
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1.0,NR-ER-LBD
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.0,NR-ER-LBD
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,1.0,NR-ER-LBD
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,NR-ER-LBD
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0.0,NR-ER-LBD
NC(=O)OCC(COC(N)=O)c1ccccc1,0.0,NR-ER-LBD
CCNC(C)Cc1cccc(C(F)(F)F)c1,0.0,NR-ER-LBD
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.0,NR-ER-LBD
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,0.0,NR-ER-LBD
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0.0,NR-ER-LBD
CCC1(C)CC(=O)NC(=O)C1,0.0,NR-ER-LBD
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,0.0,NR-ER-LBD
NC(=S)NNC(N)=S,0.0,NR-ER-LBD
NC(=S)C(N)=S,0.0,NR-ER-LBD
O=C(Oc1ccccc1)Oc1ccccc1,0.0,NR-ER-LBD
S=c1[nH]cnc2[nH]cnc12,0.0,NR-ER-LBD
CCCCCCCCCCCCNC(=N)N,0.0,NR-ER-LBD
CN(C)CCN(Cc1cccs1)c1ccccn1,0.0,NR-ER-LBD
COc1nn(CSP(=S)(OC)OC)c(=O)s1,0.0,NR-ER-LBD
NC1=NCC2c3ccccc3Cc3ccccc3N12,0.0,NR-ER-LBD
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,NR-ER-LBD
O=C([O-])CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,0.0,NR-ER-LBD
COc1ccc(C=CC(=O)OCCC(C)C)cc1,0.0,NR-ER-LBD
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0.0,NR-ER-LBD
CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,0.0,NR-ER-LBD
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0,NR-ER-LBD
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0.0,NR-ER-LBD
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0.0,NR-ER-LBD
CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0,NR-ER-LBD
CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,0.0,NR-ER-LBD
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0.0,NR-ER-LBD
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0.0,NR-ER-LBD
Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,0.0,NR-ER-LBD
CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.0,NR-ER-LBD
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,0.0,NR-ER-LBD
CNC(=O)/C=C(\C)OP(=O)(OC)OC,0.0,NR-ER-LBD
Cc1occc1SSc1ccoc1C,0.0,NR-ER-LBD
CC1CCCC(=O)C1=O,0.0,NR-ER-LBD
CC1=C(O)C(=O)OC1C,0.0,NR-ER-LBD
CCCCCc1ccco1,0.0,NR-ER-LBD
Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12,0.0,NR-ER-LBD
Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,0.0,NR-ER-LBD
Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.0,NR-ER-LBD
CCNc1nc(Cl)nc(NC(C)(C)C)n1,1.0,NR-ER-LBD
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0.0,NR-ER-LBD
NC(=O)OCC(O)COc1ccc(Cl)cc1,0.0,NR-ER-LBD
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0.0,NR-ER-LBD
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,0.0,NR-ER-LBD
CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0.0,NR-ER-LBD
CN(C)CCOC(c1ccccc1)c1ccccc1,1.0,NR-ER-LBD
COC(=O)c1ccc(C)cc1,0.0,NR-ER-LBD
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,0.0,NR-ER-LBD
CC(=O)C=Cc1ccccc1,0.0,NR-ER-LBD
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0.0,NR-ER-LBD
C=COCC1CCC(CO)CC1,0.0,NR-ER-LBD
CC(=O)/C=C/C1=C(C)CCCC1(C)C,0.0,NR-ER-LBD
CC(=O)NC1CCSC1=O,0.0,NR-ER-LBD
CC(N)CN,0.0,NR-ER-LBD
CCC(C)O,0.0,NR-ER-LBD
CC(O)CN,0.0,NR-ER-LBD
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,0.0,NR-ER-LBD
O=c1oc2cc(O)ccc2s1,0.0,NR-ER-LBD
C=CCc1ccc(O)c(OC)c1,0.0,NR-ER-LBD
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,0.0,NR-ER-LBD
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0.0,NR-ER-LBD
CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.0,NR-ER-LBD
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.0,NR-ER-LBD
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0.0,NR-ER-LBD
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,0.0,NR-ER-LBD
CO[C@H]1CC(O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)[O-])[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC,0.0,NR-ER-LBD
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1.0,NR-ER-LBD
C=C(C)C(=O)OCCNC(C)(C)C,0.0,NR-ER-LBD
NS(=O)(=O)c1ccccc1OC(F)(F)F,0.0,NR-ER-LBD
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,0.0,NR-ER-LBD
O=C(O)c1ccccc1O.Oc1cccc2cccnc12,1.0,NR-ER-LBD
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1.0,NR-ER-LBD
O=C(O)[C@@H](S)[C@H](S)C(=O)O,0.0,NR-ER-LBD
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0,NR-ER-LBD
NS(=O)(=O)c1ccc(C(=O)O)cc1,0.0,NR-ER-LBD
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0,NR-ER-LBD
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.0,NR-ER-LBD
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.0,NR-ER-LBD
CN(C)C(=O)Oc1ccc[n+](C)c1,0.0,NR-ER-LBD
Cc1ncc(CO)c(CO)c1O,0.0,NR-ER-LBD
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0.0,NR-ER-LBD
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1.0,NR-ER-LBD
Brc1cc2ccccc2c2ccccc12,0.0,NR-ER-LBD
CC(C)(N)CO,0.0,NR-ER-LBD
CC(C)(CO)CO,1.0,NR-ER-LBD
O=[N+]([O-])C(CO)(CO)CO,0.0,NR-ER-LBD
OCC(CO)(CO)COCC(CO)(CO)CO,0.0,NR-ER-LBD
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],0.0,NR-ER-LBD
NC(CO)(CO)CO,0.0,NR-ER-LBD
O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,0.0,NR-ER-LBD
CO[Si](CCCS)(OC)OC,0.0,NR-ER-LBD
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,0.0,NR-ER-LBD
O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0.0,NR-ER-LBD
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,0.0,NR-ER-LBD
CC(=O)c1cccnc1,0.0,NR-ER-LBD
O=S1(=O)OC(c2ccc([O-])cc2)(c2ccc(O)cc2)c2ccccc21,0.0,NR-ER-LBD
O=CN1CCOCC1,0.0,NR-ER-LBD
COC(=O)CCC(=O)O,0.0,NR-ER-LBD
NCc1cccnc1,0.0,NR-ER-LBD
Cc1cc(O)cc(C)c1Cl,0.0,NR-ER-LBD
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0.0,NR-ER-LBD
c1ccc2cnncc2c1,0.0,NR-ER-LBD
COC(=O)c1ccc(CBr)cc1,0.0,NR-ER-LBD
O=P(O)(OCc1ccccc1)OCc1ccccc1,0.0,NR-ER-LBD
S=C=NCc1ccccc1,0.0,NR-ER-LBD
Oc1ccc(Cl)cc1Cc1ccccc1,0.0,NR-ER-LBD
ClCc1ccccc1,0.0,NR-ER-LBD
OCc1ccccc1,0.0,NR-ER-LBD
CC(=O)OCc1ccccc1,0.0,NR-ER-LBD
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,0.0,NR-ER-LBD
CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,0.0,NR-ER-LBD
C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,0.0,NR-ER-LBD
CCOc1ccc(N)cc1,0.0,NR-ER-LBD
CC(C)=CCC[C@H](C)CCO,0.0,NR-ER-LBD
CCOc1cccc(N)c1,0.0,NR-ER-LBD
Nc1ccccc1C(=O)OCCc1ccccc1,0.0,NR-ER-LBD
CC(C)CC(O)CC(C)C,0.0,NR-ER-LBD
C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,0.0,NR-ER-LBD
c1ccc2c(c1)OCC(CN1CCCCC1)O2,0.0,NR-ER-LBD
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,0.0,NR-ER-LBD
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,0.0,NR-ER-LBD
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,0.0,NR-ER-LBD
O=C1CC[C@@H](C(=O)O)N1,0.0,NR-ER-LBD
CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.0,NR-ER-LBD
CCOc1cc(NC(C)=O)ccc1C(=O)OC,0.0,NR-ER-LBD
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,0.0,NR-ER-LBD
OCCCC1CCCCC1,0.0,NR-ER-LBD
Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,0.0,NR-ER-LBD
O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,0.0,NR-ER-LBD
